,name,coefs,coefs_squared
58,x60,-0.14635919193934732,0.02142101306513871
59,x61,0.06010771754965311,0.003612937709028877
60,x62,-0.30400815773061074,0.0924209599667599
61,x63,0.11688968615996737,0.013663198730575666
62,x64,0.0015938712560944397,2.540425581004067e-06
63,x65,0.013343391317556134,0.00017804609185343242
64,x66,0.00314515277319143,9.891985966713744e-06
65,x67,0.008938866681771842,7.990333755449074e-05
66,x68,0.0039773752618058236,1.5819513973224945e-05
67,x69,0.015558058096124603,0.00024205317172238828
68,x70,0.007442579858054205,5.539199494351416e-05
69,x71,-0.010963479686771542,0.00012019788684225224
70,x72,-0.00012928910503517068,1.6715672680795396e-08
71,x73,0.014855962688962337,0.00022069962741584108
72,x74,-0.022042458930452553,0.0004858699957006875
73,x75,-0.003996621767847202,1.5972985555230097e-05
74,x76,-0.004999425590910266,2.4994256239048465e-05
75,x77,-0.021656375338058927,0.0004689985927828869
76,x78,0.010411314826903287,0.00010839547642489622
77,x79,0.010390341265038149,0.00010795919160395456
78,x80,0.004066924257481199,1.6539872916089003e-05
79,x83,0.010890646663675337,0.00011860618475302276
80,x84,0.0005894835380947258,3.4749084168467603e-07
81,x85,0.0009906705900847462,9.814282180588592e-07
82,x86,-0.010736967699417723,0.00011528247537833952
83,x87,-0.028755983025817694,0.0008269065597811153
84,x88,-0.011108403317289848,0.00012339662425957612
85,x89,-0.01076871128306122,0.00011596514269793004
86,x90,-0.0027699330615287374,7.672529165349965e-06
87,x91,0.7836575368919498,0.6141191351275577
88,x92,0.010596704481574995,0.00011229014586983159
89,x93,0.05821504917071296,0.003388991949948528
90,x94,0.03476730568378269,0.0012087655445095881
91,x95,-0.026955514693274885,0.0007265997723793583
92,x96,0.0416148391191487,0.0017317948349126289
93,x97,-0.03002515174787954,0.0009015097374831938
94,x98,0.027350326288750625,0.0007480403481011235
95,x99,-0.02276314317991161,0.0005181606874291564
96,x5_monday,-0.7117725380947372,0.506620145985824
97,x5_saturday,-1.208010105829644,1.4592884157865476
98,x5_sunday,-0.8582877211538694,0.7366578122835024
99,x5_thursday,0.1447647387059962,0.020956829572615358
100,x5_tuesday,-0.39289378991985835,0.15436553015758978
101,x5_wednesday,-0.13109353897622458,0.017185515961310915
102,x5_nan,0.0,0.0
103,x31_asia,-0.8221229071136779,0.675886074401045
104,x31_germany,-0.1905865996656509,0.036323251972115084
105,x31_japan,0.8973243018803414,0.805190902745042
106,x31_nan,-0.05554053353618677,0.0030847508654842874
107,x81_August,0.3831021555020545,0.14676726155032035
108,x81_December,1.003268837969445,1.0065483612405606
109,x81_February,0.8161183692175065,0.6660491925742422
110,x81_January,0.31949990598683514,0.10208018992559649
111,x81_July,1.0589116328524015,1.1212938461901392
112,x81_June,0.4072806943909925,0.16587756402360904
113,x81_March,0.6513106188364087,0.4242055222090657
114,x81_May,0.7715006922606422,0.5952133181586502
115,x81_November,0.5230651975959638,0.2735972009361047
116,x81_October,0.8794267590411485,0.7733914245176183
117,x81_September,0.6629594596129497,0.4395152450902942
118,x81_nan,0.0,0.0
119,x82_Male,0.15671812536341256,0.024560570817422297
120,x82_nan,0.0,0.0
